subject,subject_type,predicate,object,object_type,subject_cui,object_cui,subject_def,object_def,degree_subject,degree_object,key
umls:end_diastolic_volume_vol_pt_heart_ventricle_left_qn_us_2d_mod,clinical_attribute,umls:analyzes,umls:left_ventricular_structure,body_part_organ_or_organ_component,C0801078,C0225897,End-diastolic volume is the volume of blood in the left ventricle of the heart at the end of filling (diastole).,The left ventricular structure refers to the muscular chamber of the heart responsible for pumping oxygenated blood to the body.,1.0,1.0,umls:end_diastolic_volume_vol_pt_heart_ventricle_left_qn_us_2d_mod_umls:analyzes_umls:left_ventricular_structure
umls:long_axis_mean_len_pt_fibula_diaphysis_fetus_qn_estimated_from_gestational_age_merz_1987,clinical_attribute,umls:analyzes,umls:bone_structure_of_shaft_of_fibula,body_part_organ_or_organ_component,C0552088,C0588196,Long axis.mean:Len:Pt:Fibula.diaphysis^Fetus:Qn:Estimated from gestational age.Merz 1987 is a quantitative measurement of the average length of the fetal fibula diaphysis estimated based on gestational age.,"The bone structure of the shaft of the fibula is the long, slender, central portion of the fibula bone in the lower leg.",1.0,1.0,umls:long_axis_mean_len_pt_fibula_diaphysis_fetus_qn_estimated_from_gestational_age_merz_1987_umls:analyzes_umls:bone_structure_of_shaft_of_fibula
umls:j_point_depression_lead_avr_elpot_pt_heart_qn_ekg,clinical_attribute,umls:analyzes,umls:heart,body_part_organ_or_organ_component,C0488320,C0018787,"J point depression in lead aVR refers to a downward shift of the J point on an EKG tracing in the aVR lead, which can indicate myocardial ischemia or other cardiac abnormalities.",The heart is a muscular organ that pumps blood throughout the body.,1.0,4.0,umls:j_point_depression_lead_avr_elpot_pt_heart_qn_ekg_umls:analyzes_umls:heart
umls:a_wave_amplitude_dark_adapted_elpot_pt_retina_right_qn_electroretinogram,clinical_attribute,umls:analyzes,umls:structure_of_retina_of_right_eye,body_part_organ_or_organ_component,C4069885,C0229199,The a-wave amplitude^dark-adapted:Elpot:Pt:Retina.right:Qn:Electroretinogram is a quantitative measurement of the initial negative deflection in the electroretinogram recorded from the right retina under dark-adapted conditions.,"The structure of the retina of the right eye is a layered, light-sensitive tissue at the back of the eye that detects visual information and transmits it to the brain.",1.0,1.0,umls:a_wave_amplitude_dark_adapted_elpot_pt_retina_right_qn_electroretinogram_umls:analyzes_umls:structure_of_retina_of_right_eye
umls:argon_laser_trabeculoplasty_rx_effects_num_pt_eye_right_qn,clinical_attribute,umls:analyzes,umls:eyes_right,body_part_organ_or_organ_component,C0944539,C0229089,Argon laser trabeculoplasty is a laser treatment used to lower intraocular pressure in the right eye.,"""eyes_right"" is an emoji depicting a face with eyes looking to the right.",1.0,1.0,umls:argon_laser_trabeculoplasty_rx_effects_num_pt_eye_right_qn_umls:analyzes_umls:eyes_right
umls:p_wave_duration_lead_v1_time_pt_heart_qn_ekg,clinical_attribute,umls:analyzes,umls:heart,body_part_organ_or_organ_component,C0488338,C0018787,P wave duration in lead V1 is the time interval representing atrial depolarization measured on an EKG.,The heart is a muscular organ that pumps blood throughout the body.,1.0,4.0,umls:p_wave_duration_lead_v1_time_pt_heart_qn_ekg_umls:analyzes_umls:heart
umls:deceleration_slope_vel_pt_tricuspid_valve_qn_us,clinical_attribute,umls:analyzes,umls:tricuspid_valve_structure,body_part_organ_or_organ_component,C0803160,C0040960,Deceleration slope:Vel:Pt:Tricuspid valve:Qn:US is a quantitative ultrasound measurement of the tricuspid valve's blood flow deceleration slope velocity at a specific point.,The tricuspid valve is a three-flap heart valve that regulates blood flow between the right atrium and right ventricle.,1.0,1.0,umls:deceleration_slope_vel_pt_tricuspid_valve_qn_us_umls:analyzes_umls:tricuspid_valve_structure
umls:multisection_w_contrast_is_find_pt_upper_extremity_right_upper_extremity_joint_doc_ct,clinical_attribute,umls:analyzes,umls:upper_extremity_joint_right,body_space_or_junction,C4739026,C1508724,A CT scan of the right upper extremity joint using multisection contrast imaging.,The upper_extremity_joint_right is the joint connecting bones in the right arm.,1.0,1.0,umls:multisection_w_contrast_is_find_pt_upper_extremity_right_upper_extremity_joint_doc_ct_umls:analyzes_umls:upper_extremity_joint_right
umls:views_wo_w_weight_find_pt_upper_extremity_left_acromioclavicular_joint_doc_xr,clinical_attribute,umls:analyzes,umls:acromioclavicular_joint_left,body_space_or_junction,C1525877,C0818476,A left upper extremity X-ray focused on the acromioclavicular joint using weight-bearing views.,The left acromioclavicular joint is the connection between the acromion of the scapula and the clavicle on the left side of the body.,1.0,1.0,umls:views_wo_w_weight_find_pt_upper_extremity_left_acromioclavicular_joint_doc_xr_umls:analyzes_umls:acromioclavicular_joint_left
umls:dodecanoylcarnitine_c12_scnc_pt_urine_qn,clinical_attribute,umls:analyzes,umls:urine,body_substance,C2707115,C0042036,Dodecanoylcarnitine (C12) is a medium-chain acylcarnitine measured quantitatively in urine samples.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:dodecanoylcarnitine_c12_scnc_pt_urine_qn_umls:analyzes_umls:urine
umls:glucagon_2h_post_meal_mcnc_pt_ser_plas_qn,clinical_attribute,umls:analyzes,umls:plasma_serum,body_substance,C5381607,C0487953,Glucagon^2H post meal:MCnc:Pt:Ser/Plas:Qn is a quantitative measurement of glucagon labeled with deuterium (^2H) in serum or plasma after a meal.,"Plasma serum is the clear, yellowish fluid portion of blood remaining after clotting factors have been removed.",1.0,14.0,umls:glucagon_2h_post_meal_mcnc_pt_ser_plas_qn_umls:analyzes_umls:plasma_serum
umls:schistosoma_sp_15_16kd_ab_prthr_pt_ser_ord_ib,clinical_attribute,umls:analyzes,umls:sera,body_substance,C5570020,C0229671,Schistosoma sp 15-16kD Ab:PrThr:Pt:Ser:Ord:IB is an immunoblot assay detecting antibodies against 15-16 kDa proteins of Schistosoma species in serum or plasma.,"Sera is the plural of serum, referring to the clear, yellowish fluid that remains after blood has clotted.",1.0,26.0,umls:schistosoma_sp_15_16kd_ab_prthr_pt_ser_ord_ib_umls:analyzes_umls:sera
umls:prostaglandin_f2_alpha_mcnc_pt_urine_qn,clinical_attribute,umls:analyzes,umls:urine,body_substance,C0800613,C0042036,Prostaglandin F2 alpha:MCnc:Pt:Urine:Qn is a quantitative measurement of prostaglandin F2 alpha concentration in a patient's urine.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:prostaglandin_f2_alpha_mcnc_pt_urine_qn_umls:analyzes_umls:urine
umls:malathion_mcnc_pt_urine_qn,clinical_attribute,umls:analyzes,umls:urine,body_substance,C0804172,C0042036,Malathion:MCnc:Pt:Urine:Qn is a quantitative measurement of malathion metabolite concentration in a patient's urine.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:malathion_mcnc_pt_urine_qn_umls:analyzes_umls:urine
umls:cayenne_ige_rast_class_s,clinical_attribute,umls:analyzes,umls:sera,body_substance,C0799093,C0229671,"Cayenne IgE RAST class (S) is a laboratory test measuring specific IgE antibodies to cayenne pepper allergens, indicating allergic sensitivity.","Sera is the plural of serum, referring to the clear, yellowish fluid that remains after blood has clotted.",1.0,26.0,umls:cayenne_ige_rast_class_s_umls:analyzes_umls:sera
umls:sedoheptitol_creatinine_srto_pt_urine_qn,clinical_attribute,umls:analyzes,umls:urine,body_substance,C1953548,C0042036,Sedoheptitol/Creatinine:SRto:Pt:Urine:Qn is a quantitative urine test measuring the ratio of sedoheptitol to creatinine.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:sedoheptitol_creatinine_srto_pt_urine_qn_umls:analyzes_umls:urine
umls:paroxetine_metabolite_ii_mcnc_pt_urine_qn_confirm,clinical_attribute,umls:analyzes,umls:urine,body_substance,C5885365,C0042036,Paroxetine metabolite II:MCnc:Pt:Urine:Qn:Confirm is a quantitative confirmatory test measuring the concentration of the second metabolite of paroxetine in a patient's urine.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:paroxetine_metabolite_ii_mcnc_pt_urine_qn_confirm_umls:analyzes_umls:urine
umls:phensuximide_mcnc_pt_urine_qn,clinical_attribute,umls:analyzes,umls:urine,body_substance,C2970056,C0042036,Phensuximide:MCnc:Pt:Urine:Qn is a quantitative measurement of phensuximide concentration in a patient's urine.,"Urine is a liquid waste product excreted by the kidneys, containing water, salts, and metabolic waste.",1.0,24.0,umls:phensuximide_mcnc_pt_urine_qn_umls:analyzes_umls:urine
umls:prothrombin_ab_igg_acnc_pt_ser_plas_qn,clinical_attribute,umls:analyzes,umls:plasma_serum,body_substance,C1544552,C0487953,Prothrombin Ab.IgG:ACnc:Pt:Ser/Plas:Qn is a quantitative test measuring IgG antibodies against prothrombin in a patient's serum or plasma.,"Plasma serum is the clear, yellowish fluid portion of blood remaining after clotting factors have been removed.",1.0,14.0,umls:prothrombin_ab_igg_acnc_pt_ser_plas_qn_umls:analyzes_umls:plasma_serum
umls:diffusion_capacity_carbon_monoxide_pre_bronchodilation_fldconduct_pt_respiratory_system_qn,clinical_attribute,umls:analyzes,umls:system_respiratory,body_system,C5549135,C0035237,Diffusion capacity.carbon monoxide^pre bronchodilation measures the lung's ability to transfer carbon monoxide from air to blood before bronchodilator treatment.,The respiratory system is the network of organs and tissues that enables breathing and gas exchange in the body.,1.0,1.0,umls:diffusion_capacity_carbon_monoxide_pre_bronchodilation_fldconduct_pt_respiratory_system_qn_umls:analyzes_umls:system_respiratory
umls:vesicular_stomatitis_virus_ag_prthr_pt_skin_ord_comp_fix,clinical_attribute,umls:analyzes,umls:skins,body_system,C0880951,C1123023,Vesicular stomatitis virus Ag:PrThr:Pt:Skin:Ord:Comp fix is a diagnostic test detecting vesicular stomatitis virus antigen in skin tissue using a complement fixation assay.,"Nonparenchymatous organ that consists of the epidermis, dermis and sets of hair and nails and which surrounds the entire body. Subdivisions of the skin surround various body parts; as a whole, the skin constitutes the external layer of the body. Examples: There is only one skin.",1.0,3.0,umls:vesicular_stomatitis_virus_ag_prthr_pt_skin_ord_comp_fix_umls:analyzes_umls:skins
umls:3_hydroxypalmitoylcarnitine_c16_oh_ccnt_pt_fibroblasts_qn,clinical_attribute,umls:analyzes,umls:fibroblast,cell,C3847340,C0016030,"3-Hydroxypalmitoylcarnitine (C16-OH) is a hydroxylated long-chain acylcarnitine involved in fatty acid metabolism, quantified in fibroblast cells.",A fibroblast is a type of cell that produces and maintains the extracellular matrix and collagen in connective tissue.,1.0,1.0,umls:3_hydroxypalmitoylcarnitine_c16_oh_ccnt_pt_fibroblasts_qn_umls:analyzes_umls:fibroblast
umls:deprecated_cd4_cd8_cells_100_cells_in_blood,clinical_attribute,umls:analyzes,umls:leucocytes,cell,C0483113,C0023516,Deprecated CD4+CD8+ cells/100 cells in Blood refers to the outdated measurement of double-positive T cells expressing both CD4 and CD8 markers per 100 blood cells.,Leucocytes are white blood cells that help the body fight infections and other diseases.,1.0,3.0,umls:deprecated_cd4_cd8_cells_100_cells_in_blood_umls:analyzes_umls:leucocytes
umls:latex_leukotriene_release_mcnc_pt_wbc_qn,clinical_attribute,umls:analyzes,umls:leucocytes,cell,C1953609,C0023516,Latex leukotriene release:MCnc:Pt:WBC:Qn is a quantitative test measuring leukotriene release from white blood cells using latex particle stimulation.,Leucocytes are white blood cells that help the body fight infections and other diseases.,1.0,3.0,umls:latex_leukotriene_release_mcnc_pt_wbc_qn_umls:analyzes_umls:leucocytes
umls:oxygen_ppres_pt_gas_qn,clinical_attribute,umls:analyzes,umls:gas,chemical_viewed_structurally,C0365293,C0017110,"Oxygen is a colorless, odorless gas essential for respiration and combustion.",Gas is a state of matter consisting of particles that move freely and expand to fill any container.,1.0,3.0,umls:oxygen_ppres_pt_gas_qn_umls:analyzes_umls:gas
umls:completion_status_type_pt_type_of_task_ord_observed,clinical_attribute,umls:analyzes,umls:type_of_task,classification,C1316026,C1317878,A record indicating the observed completion status and order of a specified type of task.,A type_of_task is a category or classification that defines the nature or purpose of a specific task.,1.0,1.0,umls:completion_status_type_pt_type_of_task_ord_observed_umls:analyzes_umls:type_of_task
umls:3rd_course_treatment_radiation_prid_pt_subsequent_cancer_rx_nom,clinical_attribute,umls:analyzes,umls:subsequent_cancer_rx,clinical_attribute,C1624672,C0809865,3rd course treatment.radiation:Prid:Pt:Subsequent cancer Rx:Nom refers to a coded data field indicating whether a patient received a third course of radiation therapy as part of subsequent cancer treatment.,Subsequent_cancer_rx refers to treatments administered for a cancer diagnosis occurring after the initial cancer.,1.0,1.0,umls:3rd_course_treatment_radiation_prid_pt_subsequent_cancer_rx_nom_umls:analyzes_umls:subsequent_cancer_rx
umls:pressure_gradient_max_pressdiff_pt_patent_ductus_arteriosis_qn_us,clinical_attribute,umls:analyzes,umls:patent_ductus_arteriosus,congenital_abnormality,C5939228,C0013274,Pressure gradient in patent ductus arteriosus refers to the difference in blood pressure across the ductus arteriosus.,"Patent ductus arteriosus is a congenital heart defect where the ductus arteriosus fails to close after birth, causing abnormal blood flow between the aorta and pulmonary artery.",1.0,1.0,umls:pressure_gradient_max_pressdiff_pt_patent_ductus_arteriosis_qn_us_umls:analyzes_umls:patent_ductus_arteriosus
umls:treatment_urgency_find_pt_diagnosis_ord,clinical_attribute,umls:analyzes,umls:diagnosed,diagnostic_procedure,C1316463,C0011900,A data field indicating the urgency level of a treatment order for a patient based on their diagnosis.,"Diagnosed refers to the identification of a disease or condition based on its signs, symptoms, and test results.",1.0,4.0,umls:treatment_urgency_find_pt_diagnosis_ord_umls:analyzes_umls:diagnosed
umls:bacteria_prid_pt_abscess_nom_anaerobic_aerobic_culture,clinical_attribute,umls:analyzes,umls:abscesses,disease_or_syndrome,C3870456,C0000833,A laboratory test that cultures both anaerobic and aerobic bacteria from an abscess specimen.,Abscesses are localized collections of pus caused by infection and inflammation.,1.0,1.0,umls:bacteria_prid_pt_abscess_nom_anaerobic_aerobic_culture_umls:analyzes_umls:abscesses
umls:intravascular_mean_pres_pt_umbilical_vein_qn,clinical_attribute,umls:analyzes,umls:umbilical_veins,embryonic_structure,C4071672,C0041637,Intravascular mean pressure in the umbilical vein of a patient measured quantitatively.,Umbilical veins are blood vessels that carry oxygenated blood from the placenta to the fetus during pregnancy.,1.0,1.0,umls:intravascular_mean_pres_pt_umbilical_vein_qn_umls:analyzes_umls:umbilical_veins
umls:person_present_at_time_of_event_type_pt_event_nom,clinical_attribute,umls:analyzes,umls:event,event,C1543019,C0441471,A person present at the time of a specified event.,Something that happens at a given place and time.,1.0,16.0,umls:person_present_at_time_of_event_type_pt_event_nom_umls:analyzes_umls:event
umls:adverse_event_following_prior_vaccination_cmplx_pt_sibling_set,clinical_attribute,umls:analyzes,umls:sibling,family_group,C1370075,C0037047,A record of an adverse event occurring in a patient's sibling following prior vaccination.,A sibling is a brother or sister who shares one or both parents with another person.,1.0,1.0,umls:adverse_event_following_prior_vaccination_cmplx_pt_sibling_set_umls:analyzes_umls:sibling
umls:class_type_pt_fluid_intake_intravascular_substance_nom,clinical_attribute,umls:analyzes,umls:fluid_intake_intravascular_substance,finding,C0488963,C0809792,A fluid administered directly into the bloodstream to maintain or restore fluid balance.,Fluid intake of substances administered directly into the bloodstream.,1.0,1.0,umls:class_type_pt_fluid_intake_intravascular_substance_nom_umls:analyzes_umls:fluid_intake_intravascular_substance
umls:deprecated_psychiatric_rehabilitation_treatment_plan_end_date_of_hospitalization_leading_to_treatment,clinical_attribute,umls:analyzes,umls:hospitalization_leading_to_psychiatric_rehabilitation_treatment,finding,C0801671,C0809826,A deprecated psychiatric rehabilitation treatment plan marking the end date of hospitalization that initiated the treatment.,Hospitalization leading to psychiatric rehabilitation treatment involves admitting a patient for acute mental health care followed by structured therapeutic support to aid recovery and reintegration.,1.0,1.0,umls:deprecated_psychiatric_rehabilitation_treatment_plan_end_date_of_hospitalization_leading_to_treatment_umls:analyzes_umls:hospitalization_leading_to_psychiatric_rehabilitation_treatment
umls:listeria_sp_prthr_pt_cheese_ord_organism_specific_culture,clinical_attribute,umls:analyzes,umls:cheeses,food,C0803671,C0007968,Listeria sp:PrThr:Pt:Cheese:Ord:Organism specific culture is a specialized microbial culture used to detect or study Listeria species in cheese products.,Cheeses are dairy products made by curdling milk and aging the curds.,1.0,1.0,umls:listeria_sp_prthr_pt_cheese_ord_organism_specific_culture_umls:analyzes_umls:cheeses
umls:surgery_assistant_pn_pt_provider_nom,clinical_attribute,umls:analyzes,umls:provider,functional_concept,C5444296,C1138603,A surgery assistant is a healthcare professional who supports the provider during surgical procedures to ensure patient safety and procedural efficiency.,A provider is an individual or organization that supplies goods or services to others.,1.0,3.0,umls:surgery_assistant_pn_pt_provider_nom_umls:analyzes_umls:provider
umls:note_find_pt_telephone_encounter_doc_heart_failure,clinical_attribute,umls:analyzes,umls:telephone_encounter,health_care_activity,C4739369,C0422284,A telephone encounter note documenting a patient's heart failure condition.,A telephone encounter is a healthcare interaction between a patient and provider conducted via phone.,1.0,1.0,umls:note_find_pt_telephone_encounter_doc_heart_failure_umls:analyzes_umls:telephone_encounter
umls:catchment_area_panel_pt_nursing_unit_population_nmmds,clinical_attribute,umls:analyzes,umls:nursing_unit,health_care_related_organization,C2360145,C1545982,A Catchment area panel is a nursing unit population grouping used in the Nursing Management Minimum Data Set (NMMDS).,A nursing unit is a specialized department within a healthcare facility where nurses provide patient care.,1.0,1.0,umls:catchment_area_panel_pt_nursing_unit_population_nmmds_umls:analyzes_umls:nursing_unit
umls:discharge_summary_note_find_pt_intensive_care_unit_doc_cardiovascular_disease,clinical_attribute,umls:analyzes,umls:care_intensive_unit,health_care_related_organization,C4298561,C0021708,A discharge summary note documenting a cardiovascular disease patient’s care in the intensive care unit.,A care intensive unit is a specialized hospital department providing close monitoring and advanced medical care to critically ill patients.,1.0,1.0,umls:discharge_summary_note_find_pt_intensive_care_unit_doc_cardiovascular_disease_umls:analyzes_umls:care_intensive_unit
umls:physical_findings_find_pt_strength_nom_observed,clinical_attribute,umls:analyzes,umls:strength_attribute,idea_or_concept,C0488613,C0808080,A physical finding noting that the patient's observed strength is normal.,Strength_attribute is a measure of physical power or force in a character or object.,1.0,1.0,umls:physical_findings_find_pt_strength_nom_observed_umls:analyzes_umls:strength_attribute
umls:iodine_mcnc_pt_milk_qn,clinical_attribute,umls:analyzes,umls:milk_antigen,immunologic_factor,C0803664,C1446647,Iodine in milk is quantitatively measured to assess its concentration.,Milk antigen is a protein or molecule in milk that can trigger an immune response.,1.0,1.0,umls:iodine_mcnc_pt_milk_qn_umls:analyzes_umls:milk_antigen
umls:lot_number_id_pt_reagent_nom,clinical_attribute,umls:analyzes,umls:reagent,indicator_reagent_or_diagnostic_aid,C3853830,C0034760,"A lot number is a unique identifier assigned to a specific batch of a product, such as reagents, for tracking and quality control purposes.","A reagent is a substance or compound used in chemical reactions to detect, measure, or produce other substances.",1.0,3.0,umls:lot_number_id_pt_reagent_nom_umls:analyzes_umls:reagent
umls:mycobacterium_kansasii_dna_prthr_pt_wound_ord_probe_amp_tar,clinical_attribute,umls:analyzes,umls:traumatic_wound,injury_or_poisoning,C5832349,C0043250,A compressed archive file containing amplified probe data related to Mycobacterium kansasii DNA from a wound sample.,A traumatic wound is an injury to the body caused by an external force or violence.,1.0,1.0,umls:mycobacterium_kansasii_dna_prthr_pt_wound_ord_probe_amp_tar_umls:analyzes_umls:traumatic_wound
umls:1_1_2_trichloroethane_mcnc_pt_water_qn,clinical_attribute,umls:analyzes,umls:water,inorganic_chemical,C1508210,C0043047,"1,1,2-Trichloroethane is a chlorinated hydrocarbon solvent used primarily in industrial applications.","H2O, a clear, colorless, odorless, tasteless liquid that freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade.",1.0,5.0,umls:1_1_2_trichloroethane_mcnc_pt_water_qn_umls:analyzes_umls:water
umls:deprecated_occupational_therapy_treatment_plan_date_rehabilitation_professional_signed,clinical_attribute,umls:analyzes,umls:occupational_therapy_treatment_plan,intellectual_product,C0943368,C0947154,"The Deprecated Occupational Therapy Treatment Plan, Date Rehabilitation Professional Signed, refers to the outdated record of when a rehabilitation professional formally approved an occupational therapy treatment plan.",An occupational therapy treatment plan is a personalized strategy outlining therapeutic activities and goals to help individuals improve daily living and work skills.,1.0,1.0,umls:deprecated_occupational_therapy_treatment_plan_date_rehabilitation_professional_signed_umls:analyzes_umls:occupational_therapy_treatment_plan
umls:observation_prid_pt_buccal_smear_nom_cyto_stain,clinical_attribute,umls:analyzes,umls:buccal_smear_procedure,laboratory_procedure,C0801542,C0581714,A buccal smear observation stained using cytological techniques for cellular analysis.,A buccal smear procedure involves collecting cells from the inside of the cheek for genetic or medical analysis.,1.0,1.0,umls:observation_prid_pt_buccal_smear_nom_cyto_stain_umls:analyzes_umls:buccal_smear_procedure
umls:facility_provider_numbers_pt_facility,clinical_attribute,umls:analyzes,umls:facility_object,manufactured_object,C2707329,C1547538,Facility provider numbers are unique identifiers assigned to healthcare facilities for billing and administrative purposes.,A facility_object is a physical or virtual entity designed to support specific functions or operations within a facility.,1.0,3.0,umls:facility_provider_numbers_pt_facility_umls:analyzes_umls:facility_object
umls:testing_facility_panel_pt_facility,clinical_attribute,umls:analyzes,umls:facility_object,manufactured_object,C4049689,C1547538,A testing facility panel is a designated area equipped for conducting and monitoring various tests and experiments.,A facility_object is a physical or virtual entity designed to support specific functions or operations within a facility.,1.0,3.0,umls:testing_facility_panel_pt_facility_umls:analyzes_umls:facility_object
umls:aesthetics_imp_pt_dental_arch_denture_partial_ord_reported,clinical_attribute,umls:analyzes,umls:dental_arch_denture_partial,medical_device,C1315465,C1317865,Aesthetics:Imp:Pt:{Dental arch}.denture.partial:Ord:Reported is a reported ordinal measure of patient-reported aesthetic impact related to a partial denture in a specific dental arch.,A dental arch partial denture is a removable prosthetic device that replaces some missing teeth in either the upper or lower dental arch.,1.0,1.0,umls:aesthetics_imp_pt_dental_arch_denture_partial_ord_reported_umls:analyzes_umls:dental_arch_denture_partial
umls:pressure_min_setting_pres_pt_ventilator_alarm_qn,clinical_attribute,umls:analyzes,umls:ventilation_alarm,medical_device,C0802870,C0184278,A ventilator alarm setting that triggers when airway pressure falls below a specified minimum threshold.,A ventilation alarm is a device that alerts users to issues or failures in a ventilation system.,1.0,1.0,umls:pressure_min_setting_pres_pt_ventilator_alarm_qn_umls:analyzes_umls:ventilation_alarm
umls:other_nodule_plane_anat_pt_prostate_tumor_nom,clinical_attribute,umls:analyzes,umls:neoplasms_prostatic,neoplastic_process,C4297189,C0033578,Other nodule plane is a term referring to a specific anatomical region or imaging plane related to a prostate tumor.,Neoplasms_prostatic are abnormal growths or tumors that develop in the prostate gland.,1.0,1.0,umls:other_nodule_plane_anat_pt_prostate_tumor_nom_umls:analyzes_umls:neoplasms_prostatic
umls:federal_employer_tax_id_id_pt_software_vendor_nom,clinical_attribute,umls:analyzes,umls:software_vendor,occupation_or_discipline,C2708245,C2706618,"Federal employer tax ID for Nom, a software vendor.","A software vendor is a company or individual that develops, sells, and distributes software products.",1.0,1.0,umls:federal_employer_tax_id_id_pt_software_vendor_nom_umls:analyzes_umls:software_vendor
umls:shunt_fraction_nfr_pt_pulmonary_circulation_qn_estimated,clinical_attribute,umls:analyzes,umls:circulation_pulmonary,organ_or_tissue_function,C4071723,C0034057,Shunt fraction is the estimated portion of pulmonary blood flow (Qn) that bypasses oxygenation in the pulmonary circulation (NFr:Pt).,Pulmonary circulation is the movement of blood between the heart and lungs for oxygenation.,1.0,1.0,umls:shunt_fraction_nfr_pt_pulmonary_circulation_qn_estimated_umls:analyzes_umls:circulation_pulmonary
umls:expiratory_gas_flow_on_ventilator_vrat_pt_respiratory_system_airway_qn,clinical_attribute,umls:analyzes,umls:respiratory_system_airway,organism_attribute,C4071738,C0809855,Expiratory gas flow on a ventilator (VRat:Pt:Respiratory system.airway:Qn) measures the rate of airflow exiting a patient's airway during exhalation.,The respiratory system airway is the network of tubes that carry air to and from the lungs for breathing.,1.0,1.0,umls:expiratory_gas_flow_on_ventilator_vrat_pt_respiratory_system_airway_qn_umls:analyzes_umls:respiratory_system_airway
umls:birth_plurality_num_pt_pregnancy_ord,clinical_attribute,umls:analyzes,umls:pregnancies,organism_function,C2736130,C0032961,"Birth plurality:Num:Pt:Pregnancy:Ord refers to the ordinal number of a multiple birth (e.g., first twin, second triplet) in a pregnancy.",Pregnancies are the physiological condition of carrying one or more developing embryos or fetuses within the uterus.,1.0,1.0,umls:birth_plurality_num_pt_pregnancy_ord_umls:analyzes_umls:pregnancies
umls:address_addr_pt_school_nom,clinical_attribute,umls:analyzes,umls:the_school,organization,C5426553,C0036375,"A school named ""Nom"" located at a specific address point.",The_school is an educational institution where students receive instruction and learning.,1.0,2.0,umls:address_addr_pt_school_nom_umls:analyzes_umls:the_school
umls:progress_note_find_pt_outpatient_doc_neurology,clinical_attribute,umls:analyzes,umls:outpatient,patient_or_disabled_group,C5689827,C0029921,A neurology outpatient progress note documenting the patient's clinical status and care.,An outpatient is a patient who receives medical treatment without being admitted to a hospital.,1.0,3.0,umls:progress_note_find_pt_outpatient_doc_neurology_umls:analyzes_umls:outpatient
umls:discharge_summary_note_find_pt_outpatient_doc_surgery,clinical_attribute,umls:analyzes,umls:outpatient,patient_or_disabled_group,C4297764,C0029921,A discharge summary note is a document detailing an outpatient's surgical procedure and post-operative care instructions from the attending doctor.,An outpatient is a patient who receives medical treatment without being admitted to a hospital.,1.0,3.0,umls:discharge_summary_note_find_pt_outpatient_doc_surgery_umls:analyzes_umls:outpatient
umls:procedure_note_find_pt_outpatient_doc_surgery,clinical_attribute,umls:analyzes,umls:outpatient,patient_or_disabled_group,C4297762,C0029921,A procedure note documenting an outpatient surgery performed by a doctor.,An outpatient is a patient who receives medical treatment without being admitted to a hospital.,1.0,3.0,umls:procedure_note_find_pt_outpatient_doc_surgery_umls:analyzes_umls:outpatient
umls:silver_mcnc_pt_rbc_qn,clinical_attribute,umls:analyzes,umls:erythrocyte,pharmacologic_substance,C2923994,C0014792,Silver:MCnc:Pt:RBC:Qn is a laboratory test measuring the concentration of silver in red blood cells using mass spectrometry.,"A blood cell specialized for oxygen transport, having a high concentration of hemoglobin in the cytoplasm. They are biconcave, anucleate discs, with a 6-8um diameter in humans.",1.0,6.0,umls:silver_mcnc_pt_rbc_qn_umls:analyzes_umls:erythrocyte
umls:cells_cd3_cd4_lymphocytes_nfr_pt_bal_qn_flow_cytometry,clinical_attribute,umls:analyzes,umls:dimercaprol,pharmacologic_substance,C5976174,C0012383,A flow cytometry assay quantifying CD3+CD4+ T lymphocytes in bronchoalveolar lavage fluid from a patient.,Dimercaprol is a medication used as an antidote for heavy metal poisoning.,1.0,1.0,umls:cells_cd3_cd4_lymphocytes_nfr_pt_bal_qn_flow_cytometry_umls:analyzes_umls:dimercaprol
umls:copper_scnc_pt_dial_fld_qn,clinical_attribute,umls:analyzes,umls:solutions_dialysis,pharmacologic_substance,C5212235,C0011947,Copper:SCnc:Pt:Dial fld:Qn is a specialized notation likely referring to a copper-based scientific or technical context involving platinum and dial field quantification.,Solutions_dialysis is a company specializing in providing dialysis products and services for kidney care.,1.0,3.0,umls:copper_scnc_pt_dial_fld_qn_umls:analyzes_umls:solutions_dialysis
umls:little_f_ag_prthr_pt_rbc_donor_ord,clinical_attribute,umls:analyzes,umls:erythrocyte,pharmacologic_substance,C0482338,C0014792,Little f Ag:PrThr:Pt:RBC^Donor:Ord is a laboratory test identifying the presence of the little f antigen on red blood cells from a donor sample.,"A blood cell specialized for oxygen transport, having a high concentration of hemoglobin in the cytoplasm. They are biconcave, anucleate discs, with a 6-8um diameter in humans.",1.0,6.0,umls:little_f_ag_prthr_pt_rbc_donor_ord_umls:analyzes_umls:erythrocyte
